enrollment,duration,phase_encoded,condition_encoded,intervention_type_encoded,study_design_encoded,sponsor_type_encoded,gender_encoded,location_encoded,masking_encoded,final_status
130.0,1703.0,3,5822,6,1,3,0,208,0,0
5.0,242.0,3,7969,0,1,6,0,208,1,0
10.0,1565.0,6,802,6,1,6,0,747,2,0
11.0,1034.0,5,8303,6,1,3,0,1179,4,0
4.0,304.0,3,4826,10,1,5,1,208,1,0
18.0,3000.0,0,6119,6,0,6,0,1077,1,0
180.0,2373.0,3,1238,6,1,3,1,69,0,0
13.0,670.0,6,7274,6,1,6,0,1179,1,0
51.0,1123.0,5,2221,6,1,3,0,1179,4,0
30.0,1886.0,6,1758,6,1,6,0,792,1,0
43.0,992.4420741902379,5,1758,6,1,3,0,30,2,0
30.0,1096.0,5,814,3,1,3,0,1179,2,0
362.0,1492.0,3,1425,1,1,5,0,208,2,0
27.0,1736.0,3,4146,6,1,3,0,729,2,0
22.0,669.0,1,5511,1,0,3,0,68,1,0
32.0,1370.0,5,1956,1,1,5,0,1179,1,0
134.0,3134.0,5,5144,6,1,3,0,810,1,0
223.0,2193.0,5,3001,6,1,3,1,208,0,0
20.0,183.0,6,3244,6,1,3,0,1179,2,0
6.0,31.0,6,3217,6,1,3,0,1179,2,0
8.0,122.0,6,4179,6,1,3,0,1179,2,0
83.0,1461.0,6,1316,6,1,8,0,684,2,0
12.0,2463.0,3,2845,6,1,5,0,705,0,0
12.0,851.0,3,3433,6,0,3,0,1179,1,0
148.0,1249.0,5,1408,6,1,3,0,567,1,0
120.0,1737.0,3,8294,1,1,5,0,705,4,0
26.0,851.0,3,3645,6,1,3,0,424,1,0
26.0,1785.0,6,4833,6,1,3,0,1179,1,0
95.0,1706.0,5,1572,6,1,6,1,1179,1,0
96.0,458.0,6,7355,6,1,3,0,30,1,0
234.0,2861.0,1,459,6,0,3,0,30,1,0
26.0,546.0,3,671,6,1,3,0,1179,4,0
237.0,641.0,3,7355,6,1,3,0,68,2,0
361.0,1219.0,5,5133,6,1,3,0,665,1,0
35.0,1918.0,3,7832,6,1,6,0,729,1,0
4.0,92.0,6,3244,6,1,3,0,1179,2,0
34.0,1369.0,6,5825,6,1,6,1,34,2,0
3.0,396.0,1,459,6,0,3,2,837,1,0
100.0,672.0,5,5345,6,1,5,0,208,0,0
143.0,92.0,3,7499,6,1,3,0,841,4,0
1418.0,2381.0,5,2525,6,1,6,0,30,1,0
11.0,215.0,6,1027,6,1,6,0,1179,1,0
145.0,550.0,3,4913,6,1,3,0,208,4,0
8.0,1095.0,5,750,6,1,6,0,1179,1,0
60.0,1052.0,1,7763,6,0,6,0,208,1,0
6.0,1358.0,5,4092,6,1,3,0,792,2,0
88.0,2710.0,5,4165,6,1,3,0,913,1,0
49.0,2160.0,1,2608,6,1,6,0,103,1,0
13.0,2223.0,5,395,6,1,3,0,135,3,0
54.0,992.4420741902379,1,7758,6,1,3,0,1077,1,0
70.0,483.0,3,4924,6,1,3,0,1179,2,0
4.0,366.0,3,1238,6,0,3,1,1179,1,0
12.0,1520.0,2,2542,3,1,5,0,792,1,0
16.0,1461.0,5,3137,6,1,6,0,1179,2,0
12.0,2192.0,1,3984,6,1,6,0,1076,3,0
977.0,347.0,5,6836,6,1,3,0,1179,0,0
12.0,488.0,5,121,6,0,3,0,286,1,0
674.0,3754.0,1,7753,6,0,3,0,68,1,0
257.0,91.0,5,8227,6,1,3,0,30,2,0
5.0,458.0,1,5511,6,0,3,0,114,1,0
36.0,0.0,1,3544,6,1,3,0,1179,0,0
177.0,275.0,5,4229,6,1,3,0,792,0,0
11.0,972.0,2,4330,6,0,3,0,114,1,0
4.0,547.0,1,1916,6,1,6,0,881,1,0
52.0,853.0,3,2081,6,1,6,1,1179,1,0
64.0,396.0,1,1851,5,1,3,0,385,0,0
12.0,2964.0,2,7449,1,0,3,0,1179,1,0
20.0,3622.0,1,2593,6,0,3,0,1077,1,0
6.0,1796.0,1,5666,6,0,3,0,208,1,0
4.0,1127.0,2,2000,6,0,3,0,533,1,0
2.0,1827.0,3,1238,6,1,3,1,1179,1,0
116.0,366.0,3,197,6,1,6,0,974,4,0
9.0,992.4420741902379,5,7173,6,1,5,0,837,1,0
1.0,366.0,6,6969,6,1,3,0,690,0,0
8.0,334.0,3,5712,6,1,3,0,1179,3,0
18.0,519.0,6,6034,6,1,3,1,208,0,0
31.0,1461.0,6,8029,6,1,3,0,1179,2,0
117.0,2892.0,5,3086,6,1,6,1,1179,1,0
730.0,1767.0,5,4596,3,1,3,0,30,1,0
660.0,1369.0,6,8578,3,1,6,0,1179,1,0
104.0,1826.0,6,2390,3,1,6,0,133,3,0
6.0,486.0,3,7831,6,0,3,0,810,1,0
19.0,580.0,5,271,9,1,6,0,888,3,0
154.0,4368.0,3,4837,1,1,6,0,1179,1,0
10.0,1461.0,3,7119,1,1,5,0,533,1,0
567.0,549.0,5,7474,6,1,3,0,587,0,0
32.0,458.0,6,2178,6,1,3,0,1179,0,0
25.0,396.0,1,3696,9,1,6,0,1179,3,0
16.0,1400.0,2,5041,1,0,3,0,1126,1,0
134.0,761.0,5,8381,1,1,3,0,208,1,0
217.0,2131.0,5,2000,1,1,3,0,30,1,0
19.0,1218.0,3,671,6,1,5,0,533,1,0
44.0,731.0,3,7971,1,1,3,0,1076,2,0
378.0,1461.0,6,8660,6,1,7,0,65,1,0
1.0,245.0,5,1394,6,1,3,0,68,1,0
38.0,976.0,3,3305,6,1,3,0,363,2,0
2.0,275.0,5,4671,6,1,6,0,1126,4,0
2.0,992.4420741902379,4,7969,3,1,6,0,465,0,0
141.0,527.0,5,3592,1,1,3,0,385,1,0
45.0,898.0,2,7763,6,0,3,0,286,1,0
43.0,273.0,3,4604,5,1,6,1,1076,4,0
2.0,366.0,6,7265,6,1,6,0,1179,1,0
3.0,475.0,2,6017,1,1,6,1,881,1,0
20.0,1673.0,6,8671,6,1,1,0,792,3,0
4.0,215.0,3,5874,6,1,3,0,1179,4,0
7.0,823.0,3,2390,6,1,6,0,706,2,0
21.0,1461.0,5,3620,5,1,4,0,1179,1,0
17.0,489.0,3,6309,6,0,3,0,535,1,0
3.0,731.0,5,6911,6,1,3,2,1179,1,0
4.0,669.0,2,3518,6,1,6,0,363,1,0
6.0,518.0,3,1496,6,1,3,2,288,1,0
197.0,243.0,5,2178,6,1,3,0,68,4,0
20.0,519.0,3,4791,6,1,3,0,68,1,0
38.0,3530.0,5,6119,6,1,6,0,1179,1,0
15.0,1338.0,3,2046,1,1,3,0,1179,3,0
214.0,1522.0,5,7589,6,1,3,0,1179,2,0
14.0,1037.0,6,3294,6,1,3,0,706,2,0
15.0,275.0,3,7056,6,1,3,0,440,0,0
3.0,820.0,1,3772,6,1,3,0,208,1,0
21.0,457.0,3,3237,1,0,3,0,533,1,0
14.0,2178.0,3,7662,6,1,5,1,705,0,0
229.0,898.0,5,2221,6,1,3,0,68,2,0
221.0,3594.0,5,2000,6,1,6,0,1179,1,0
2.0,2765.0,5,6140,6,1,6,0,1179,0,0
10.0,186.0,3,314,6,1,3,0,208,4,0
12.0,1830.0,6,209,6,1,6,0,1076,1,0
380.0,1765.0,6,512,6,1,6,0,1033,0,0
11.0,2011.0,4,1410,6,1,6,0,448,1,0
2.0,304.0,6,8168,6,1,6,0,1179,4,0
18.0,975.0,4,6983,3,0,3,0,1179,1,0
1.0,823.0,1,1222,3,0,6,0,1179,1,0
11.0,1887.0,3,1970,6,0,3,0,331,1,0
26.0,1402.0,3,3244,6,1,3,0,385,0,0
17.0,1614.0,1,7107,6,0,3,0,881,1,0
40.0,1553.0,5,7273,6,1,3,0,1179,1,0
2.0,731.0,6,3113,9,1,6,0,208,1,0
159.0,550.0,3,6911,6,1,3,2,68,1,0
12.0,274.0,6,5385,6,0,3,0,243,1,0
116.0,489.0,3,6828,6,1,3,0,30,2,0
678.0,550.0,5,7474,6,1,3,0,208,2,0
9.0,1919.0,6,8348,6,0,6,0,1179,1,0
2.0,550.0,1,6026,6,0,3,1,1179,1,0
9.0,731.0,3,4708,3,0,6,1,1179,1,0
16.0,731.0,1,3435,6,1,6,0,1077,2,0
2.0,517.0,3,2007,6,0,3,0,841,1,0
33.0,884.0,5,1031,6,1,3,0,788,0,0
12.0,731.0,6,1156,3,1,3,0,331,1,0
41.0,1043.0,3,3997,6,1,3,0,286,3,0
27.0,82.0,1,3763,6,1,3,0,208,4,0
120.0,519.0,5,4226,7,1,8,1,1179,0,0
20.0,2720.0,6,2077,6,1,6,0,537,2,0
60.0,1216.0,3,1238,9,0,6,1,209,1,0
11.0,943.0,1,1238,6,1,3,1,208,1,0
6.0,1127.0,3,5385,6,0,3,0,1179,1,0
6.0,912.0,3,8305,3,1,1,0,385,1,0
14.0,611.0,6,2425,6,1,6,0,533,3,0
45.0,1157.0,3,3521,6,1,7,0,961,2,0
12.0,488.0,1,6457,6,1,3,0,385,1,0
130.0,1826.0,4,1271,6,1,3,0,1179,2,0
10.0,1066.0,1,6188,6,0,3,0,208,1,0
32.0,976.0,3,566,6,1,5,0,881,2,0
1139.0,245.0,5,6836,6,1,3,0,1179,0,0
50.0,335.0,1,3606,6,1,5,0,1162,4,0
40.0,2103.0,5,7037,6,1,3,0,1179,4,0
13.0,2127.0,5,4783,9,1,5,0,30,1,0
91.0,792.0,3,209,6,1,3,0,208,0,0
5.0,0.0,1,5504,6,0,5,0,705,1,0
140.0,792.0,3,7899,6,1,3,0,208,2,0
6.0,669.0,2,1641,8,0,8,0,1179,1,0
5.0,244.0,6,4913,6,1,3,0,706,4,0
33.0,792.0,6,3428,6,1,5,0,208,1,0
136.0,914.0,1,3544,6,1,6,0,792,1,0
1.0,1827.0,3,1238,6,1,5,0,705,1,0
44.0,579.0,6,1470,6,1,6,0,1179,1,0
26.0,1925.0,1,3833,6,0,6,0,706,1,0
46.0,366.0,1,175,6,1,3,2,1179,2,0
272.0,2300.0,5,4637,6,1,5,0,68,1,0
5.0,181.0,3,7869,5,1,5,2,837,0,0
284.0,2185.0,5,13,5,1,3,0,1179,2,0
41.0,428.0,6,912,6,1,3,0,1179,3,0
84.0,762.0,5,4819,6,1,3,0,1179,2,0
17.0,1126.0,5,560,9,1,6,0,1179,1,0
19.0,1369.0,3,5330,6,0,6,1,742,1,0
43.0,1551.0,1,558,6,1,5,0,1134,0,0
2.0,397.0,5,1635,6,1,6,0,34,1,0
79.0,366.0,3,7,6,1,3,0,30,2,0
22.0,1188.0,6,2801,9,1,6,1,1179,4,0
13.0,992.4420741902379,2,1970,6,0,3,0,1179,1,0
813.0,854.0,5,3442,6,1,3,0,30,0,0
617.0,1792.0,5,3521,6,1,3,0,69,0,0
291.0,489.0,6,6261,6,1,8,0,1179,3,0
88.0,92.0,1,3544,6,1,3,0,288,0,0
3.0,609.0,6,671,6,1,3,0,1179,2,0
402.0,1369.0,6,2178,6,1,3,0,1179,0,0
19.0,1492.0,0,3627,3,0,3,0,1179,1,0
4.0,303.0,1,6715,0,1,6,0,1149,1,0
82.0,1361.0,2,1970,6,1,3,0,30,1,0
105.0,1522.0,1,391,6,0,3,0,208,1,0
3.0,853.0,5,538,8,1,7,0,1179,1,0
385.0,1614.0,4,5742,6,1,3,0,68,1,0
40.0,992.4420741902379,1,3544,6,1,3,2,1179,3,0
1.0,884.0,3,1540,6,1,5,0,1179,4,0
38.0,703.0,3,7104,6,0,3,0,208,1,0
21.0,215.0,6,2425,6,1,3,0,30,0,0
47.0,1492.0,3,2264,6,1,4,0,30,3,0
172.0,1612.0,5,4807,3,1,3,0,1179,1,0
10.0,821.0,5,923,6,1,3,0,839,2,0
4.0,1186.0,3,2567,6,1,3,0,742,1,0
2.0,761.0,6,2456,6,1,6,0,881,1,0
24.0,183.0,1,3951,6,1,3,0,1179,4,0
2185.0,550.0,5,7267,6,1,3,0,1179,2,0
136.0,1015.0,3,5811,6,1,6,0,537,2,0
113.0,427.0,5,1799,6,1,3,0,1179,2,0
544.0,366.0,5,3861,1,1,3,0,738,2,0
15.0,792.0,5,3649,6,1,6,0,729,2,0
46.0,1096.0,6,2190,6,1,6,0,1179,1,0
142.0,1492.0,3,8511,1,1,3,0,68,1,0
25.0,397.0,2,2774,6,1,6,0,1179,1,0
12.0,196.0,1,3444,6,1,3,2,1179,0,0
7.0,1430.0,6,801,9,1,6,0,1179,1,0
5.0,853.0,6,4546,6,1,6,0,1179,1,0
15.0,3136.0,1,3621,9,1,6,0,1179,4,0
7.0,609.0,2,484,6,1,3,0,68,1,0
54.0,550.0,4,1238,6,1,6,1,1179,2,0
3.0,516.0,3,6979,6,1,6,0,1179,1,0
403.0,335.0,5,4304,6,1,3,0,30,0,0
62.0,365.0,5,5647,6,1,3,0,119,1,0
70.0,1584.0,3,4623,6,1,3,0,788,1,0
25.0,928.0,1,8361,6,0,3,0,1179,1,0
26.0,457.0,5,2504,6,1,3,0,1179,2,0
1.0,792.0,3,3678,6,0,6,0,533,1,0
28.0,366.0,1,7264,6,0,3,0,385,1,0
16.0,305.0,1,3569,6,1,3,2,1179,0,0
193.0,1277.0,5,1875,6,1,7,0,1179,1,0
12.0,1249.0,4,5488,6,1,5,0,705,2,0
13.0,992.4420741902379,1,7831,6,0,3,0,1179,1,0
789.0,792.0,3,2390,6,1,3,0,30,4,0
49.0,1644.0,6,553,6,1,6,0,286,4,0
107.0,547.0,3,2753,6,1,3,0,1179,1,0
32.0,1644.0,5,6119,6,1,6,0,1179,1,0
136.0,1429.0,5,3337,6,1,3,0,1179,2,0
7.0,335.0,1,1238,10,0,3,0,208,1,0
250.0,851.0,5,2392,6,1,6,0,841,2,0
269.0,700.0,4,7474,6,1,3,0,1179,0,0
61.0,1279.0,5,7877,9,1,6,1,1179,1,0
30.0,1007.0,3,8282,6,0,3,0,706,1,0
3.0,274.0,3,1238,6,0,3,0,1179,1,0
318.0,973.0,5,7969,6,1,3,0,1179,2,0
17.0,2314.0,5,8334,6,1,6,0,208,3,0
16.0,715.0,3,6540,6,1,3,0,742,0,0
10.0,1004.0,6,6923,9,1,6,2,742,1,0
21.0,1310.0,6,2014,6,1,6,0,208,4,0
9.0,1095.0,3,6503,6,0,3,0,1179,1,0
4.0,761.0,5,7965,3,1,6,1,1179,3,0
5.0,365.0,1,5811,8,0,3,2,1179,1,0
53.0,3716.0,5,5401,6,1,6,0,788,1,0
165.0,1461.0,6,3432,6,1,6,0,1179,1,0
27.0,2991.0,2,7925,6,0,3,0,385,1,0
2.0,0.0,6,6329,6,1,6,1,1131,0,0
16.0,243.0,4,8175,1,1,3,0,161,1,0
8.0,609.0,3,2924,6,0,5,1,747,1,0
975.0,274.0,6,3984,6,1,3,0,30,4,0
5.0,1623.0,6,1704,9,1,6,0,1179,0,0
12.0,1220.0,3,2214,6,1,5,0,424,4,0
2.0,242.0,3,5144,6,0,5,0,705,1,0
3.0,1096.0,2,5144,6,1,5,0,705,1,0
96.0,1033.0,4,3030,6,1,6,0,1179,0,0
67.0,544.0,3,3218,6,1,3,0,183,0,0
46.0,609.0,3,1354,6,0,3,2,1179,1,0
3.0,1095.0,2,5820,6,1,6,0,792,0,0
47.0,2109.0,6,3644,6,0,3,0,1179,1,0
35.0,274.0,1,2443,6,1,3,0,288,4,0
31.0,1189.0,3,2887,6,0,5,0,705,1,0
19.0,153.0,3,3984,6,1,3,0,208,0,0
48.0,396.0,1,5774,6,0,6,0,1030,1,0
12.0,181.0,6,6067,6,1,6,0,1179,0,0
41.0,1308.0,6,1657,6,1,6,0,208,1,0
184.0,853.0,6,3140,6,1,6,0,1179,0,0
32.0,1127.0,3,6911,6,1,3,2,1179,1,0
160.0,1339.0,3,4433,6,1,3,0,706,1,0
52.0,215.0,1,3592,1,1,3,2,1179,3,0
6.0,1887.0,6,8376,6,1,6,1,30,0,0
2.0,609.0,3,8481,6,1,6,0,1179,1,0
27.0,517.0,3,8405,6,1,3,0,1179,0,0
55.0,1310.0,3,2000,6,1,6,0,1179,1,0
8.0,153.0,1,4240,6,1,3,0,1162,2,0
159.0,2634.0,3,1333,6,0,3,0,68,1,0
0.0,638.0,1,8430,9,0,6,0,1179,1,0
310.8711580908859,992.4420741902379,5,5747,6,1,3,0,1179,0,0
6.0,609.0,6,4239,6,1,6,0,792,0,0
20.0,518.0,1,1728,6,1,2,0,839,1,0
33.0,272.0,1,457,6,0,3,0,208,1,0
56.0,424.0,5,2046,6,1,3,0,1179,3,0
20.0,1855.0,3,600,6,1,3,0,747,2,0
65.0,1461.0,3,3780,6,1,3,0,1179,2,0
15.0,992.4420741902379,1,3548,6,1,3,0,1157,0,0
107.0,1280.0,5,5648,6,1,6,0,203,4,0
162.0,1148.0,5,1752,6,1,6,0,1179,0,0
19.0,672.0,3,2245,6,1,6,0,1179,1,0
72.0,3105.0,3,3780,6,1,6,0,1179,1,0
20.0,252.0,3,4218,6,1,3,0,208,4,0
15.0,154.0,3,4210,6,1,3,0,30,4,0
22.0,455.0,3,4307,6,1,3,0,1179,2,0
14.0,61.0,3,6443,6,1,3,0,1179,2,0
14.0,1645.0,6,8376,6,1,3,1,30,0,0
30.0,1004.0,3,3480,6,1,3,0,1179,2,0
65.0,3280.0,6,8562,9,1,6,0,1179,1,0
222.0,1553.0,4,5697,1,1,3,0,68,2,0
11.0,123.0,6,6067,6,1,6,0,385,0,0
752.0,731.0,3,4783,8,1,8,0,114,3,0
14.0,458.0,5,5894,6,1,3,0,30,2,0
248.0,669.0,3,1728,6,1,3,0,208,1,0
67.0,1704.0,0,3155,6,1,2,0,792,1,0
186.0,2435.0,6,2178,6,1,6,0,1179,4,0
20.0,270.0,1,613,6,0,3,0,1179,1,0
3.0,519.0,3,4032,6,1,6,0,1179,1,0
50.0,458.0,6,7523,6,1,3,0,881,3,0
235.0,3531.0,5,3780,3,1,3,0,30,0,0
32.0,213.0,3,3763,6,1,3,0,1179,0,0
20.0,1438.0,3,959,3,1,6,0,1179,0,0
3.0,92.0,3,1801,6,1,3,0,1179,2,0
79.0,731.0,3,2221,6,1,6,0,69,4,0
7.0,427.0,3,4197,6,1,3,0,208,2,0
4.0,670.0,2,4592,3,0,6,0,1162,1,0
23.0,762.0,5,6402,6,1,3,0,1179,2,0
1.0,517.0,1,2246,6,1,3,0,30,4,0
292.0,2101.0,5,2845,6,1,3,0,68,4,0
100.0,1004.0,1,7355,1,1,3,0,1179,2,0
300.0,427.0,3,7355,6,1,3,0,208,0,0
6.0,1820.0,3,4837,6,0,5,0,208,1,0
14.0,153.0,1,3766,6,1,3,0,1179,4,0
110.0,2008.0,3,5126,6,1,3,0,68,1,0
7.0,1430.0,3,7969,0,1,6,0,208,0,0
17.0,1005.0,5,6969,6,0,3,0,792,1,0
10.0,702.0,5,5112,9,1,4,0,1179,1,0
77.0,488.0,3,6911,6,1,3,2,68,1,0
39.0,1857.0,4,8413,6,1,6,0,837,4,0
1.0,458.0,6,7847,3,1,3,0,416,1,0
21.0,366.0,3,1486,6,0,3,0,788,1,0
12.0,731.0,3,6435,6,0,6,0,424,1,0
60.0,1157.0,3,7969,3,1,3,0,1179,1,0
82.0,1187.0,2,3805,6,1,5,0,792,4,0
9.0,166.0,3,890,6,1,3,0,208,0,0
19.0,486.0,6,8612,3,1,3,0,385,1,0
4.0,1126.0,2,1773,6,1,3,0,1179,2,0
29.0,155.0,3,890,6,1,3,0,208,0,0
30.0,175.0,3,890,6,1,3,0,208,0,0
28.0,727.0,6,3649,6,1,7,0,1179,0,0
54.0,1217.0,3,3885,6,1,6,0,143,0,0
79.0,579.0,5,4541,6,1,6,1,841,4,0
7.0,2502.0,1,1779,6,0,5,0,706,1,0
103.0,578.0,5,2717,3,1,3,0,68,1,0
8.0,910.0,1,3544,9,0,5,0,705,1,0
102.0,1472.0,3,760,6,1,3,0,30,1,0
99.0,671.0,6,4880,6,1,3,0,1121,1,0
18.0,762.0,1,5041,6,0,3,0,208,1,0
14.0,3349.0,5,874,1,1,3,0,208,3,0
6.0,1004.0,3,4945,6,1,3,0,385,2,0
70.0,882.0,5,7730,0,1,6,0,1179,1,0
12.0,304.0,3,2202,6,0,7,0,1179,1,0
2.0,550.0,1,2788,0,1,6,1,533,1,0
204.0,1643.0,6,1832,6,1,6,0,448,4,0
520.0,1249.0,5,1333,6,1,3,0,516,2,0
76.0,974.0,3,5922,1,1,3,0,385,2,0
8.0,798.0,3,2337,6,1,3,0,792,4,0
80.0,366.0,1,1742,6,1,3,0,587,0,0
115.0,1308.0,1,5307,0,1,6,2,706,0,0
20.0,976.0,6,8575,6,1,3,0,841,2,0
35.0,2070.0,5,381,8,1,6,0,100,1,0
4.0,487.0,5,7575,6,1,5,2,331,1,0
10.0,305.0,1,7780,6,0,6,0,596,1,0
22.0,732.0,1,636,6,0,3,0,385,1,0
26.0,3622.0,6,5438,6,1,3,0,1179,3,0
1.0,428.0,1,374,9,0,5,0,208,1,0
20.0,547.0,4,1221,9,1,6,0,170,3,0
9.0,1583.0,3,2817,8,1,6,0,881,3,0
2.0,992.4420741902379,3,779,8,1,3,0,912,1,0
86.0,914.0,1,542,6,1,5,0,286,2,0
166.0,1614.0,6,7941,3,1,3,0,1179,3,0
150.0,3197.0,4,8715,9,1,6,0,1179,1,0
4.0,337.0,3,2667,6,1,6,0,961,3,0
3.0,823.0,3,6401,6,1,5,0,286,4,0
62.0,2244.0,5,6671,8,1,5,0,705,1,0
78.0,1918.0,6,4139,6,1,6,0,1076,2,0
236.0,1096.0,5,3819,6,1,3,0,1179,4,0
66.0,974.0,5,1128,6,1,3,0,68,2,0
324.0,1553.0,4,7356,6,1,3,0,1179,2,0
27.0,1249.0,6,5337,6,1,6,0,1083,0,0
5.0,792.0,3,2808,5,1,6,0,208,2,0
11.0,1065.0,3,4458,6,0,7,0,1179,1,0
160.0,518.0,3,584,8,0,6,0,1179,1,0
416.0,915.0,6,2774,8,1,3,0,448,1,0
12.0,974.0,3,6115,1,1,3,0,792,1,0
50.0,1734.0,3,5337,6,1,6,0,1179,0,0
7.0,857.0,0,1414,6,0,5,0,705,1,0
415.0,1188.0,5,6803,6,1,3,0,1179,4,0
65.0,992.4420741902379,6,4489,3,1,6,0,824,3,0
23.0,546.0,6,7273,8,0,6,0,1179,1,0
23.0,888.0,3,7894,6,1,5,0,208,2,0
244.0,517.0,5,2659,6,1,3,0,1179,2,0
879.0,1827.0,5,4302,8,1,7,0,1179,4,0
15.0,1280.0,5,4778,3,0,3,0,68,1,0
5.0,852.0,3,5243,3,0,3,0,1179,1,0
889.0,1674.0,5,7521,6,1,3,0,68,4,0
210.0,2858.0,2,5330,6,0,3,0,68,1,0
102.0,122.0,1,3544,6,1,3,2,1179,1,0
8.0,31.0,1,3544,6,0,3,2,1179,1,0
32.0,578.0,3,6715,6,1,1,0,208,2,0
71.0,822.0,4,912,6,1,3,0,837,2,0
13.0,548.0,3,2264,5,1,6,0,1179,4,0
44.0,669.0,6,3432,6,1,7,0,1179,1,0
20.0,153.0,5,3077,6,1,3,0,68,1,0
11.0,639.0,3,2007,6,1,3,0,1179,0,0
5.0,1096.0,5,6116,10,1,6,0,1179,1,0
3.0,992.4420741902379,3,367,6,0,5,0,1149,1,0
67.0,1436.0,3,2794,6,1,3,1,30,1,0
48.0,486.0,3,3908,6,1,3,0,1179,1,0
21.0,2314.0,5,6370,6,1,3,0,729,1,0
3.0,487.0,1,2592,6,0,5,0,705,1,0
7.0,1553.0,3,6923,6,1,6,2,424,1,0
29.0,638.0,3,1222,10,0,6,0,1179,1,0
41.0,1430.0,6,5953,3,1,6,0,1179,3,0
40.0,213.0,6,4495,6,1,6,0,1156,1,0
3.0,196.0,1,5337,6,1,3,0,1131,0,0
5.0,1250.0,1,6172,7,0,3,0,1179,1,0
142.0,878.0,3,8348,1,1,3,0,1179,4,0
378.0,1734.0,5,8048,9,1,6,0,912,1,0
16.0,441.0,1,3771,6,0,3,0,1179,1,0
159.0,1552.0,5,7645,6,1,5,0,1179,1,0
210.0,457.0,3,3763,6,1,3,0,208,0,0
6.0,1127.0,5,3294,6,1,3,0,596,4,0
70.0,1461.0,4,5985,8,1,1,0,706,1,0
6.0,1400.0,0,2862,6,1,6,0,1134,1,0
60.0,1430.0,5,4236,6,1,6,0,1179,0,0
144.0,4890.0,1,3305,6,0,5,0,1077,1,0
14.0,275.0,3,2696,6,1,3,1,1179,1,0
20.0,2307.0,1,7763,6,0,3,0,1179,1,0
24.0,992.4420741902379,1,1928,6,1,5,2,68,0,0
23.0,2505.0,2,6127,6,1,3,0,705,1,0
12.0,822.0,3,7318,6,1,4,0,912,1,0
130.0,458.0,5,6691,6,1,6,0,628,2,0
20.0,548.0,3,1769,6,0,6,0,841,1,0
19.0,489.0,3,6787,6,1,3,0,208,1,0
4.0,90.0,6,6969,6,1,6,0,912,2,0
7.0,122.0,5,3181,9,1,6,0,458,1,0
24.0,553.0,5,4106,6,1,3,0,1031,4,0
30.0,1966.0,2,459,6,1,3,0,706,1,0
26.0,1369.0,1,4186,6,1,6,0,1077,2,0
9.0,639.0,6,8408,6,1,3,0,1179,0,0
83.0,2046.0,3,8484,1,1,3,0,1179,2,0
21.0,1852.0,3,6554,1,0,3,0,208,1,0
3.0,137.0,1,5342,6,1,3,0,1128,0,0
50.0,152.0,5,4559,6,1,3,0,208,2,0
62.0,670.0,1,2178,8,1,6,0,1033,0,0
3.0,397.0,5,75,6,1,6,1,706,2,0
19.0,1308.0,3,4500,6,1,4,0,30,1,0
19.0,1918.0,3,1359,8,0,6,1,1179,1,0
54.0,670.0,6,2390,6,0,3,0,1179,1,0
410.0,3410.0,4,7075,10,1,6,0,1013,1,0
14.0,2472.0,3,5041,6,1,3,0,385,1,0
411.0,3013.0,5,1999,6,1,8,0,1179,0,0
2.0,244.0,3,1799,6,1,3,0,208,4,0
10.0,641.0,6,4476,6,1,3,0,706,2,0
9.0,1583.0,6,6073,6,1,6,0,841,2,0
22.0,822.0,4,8290,1,1,3,0,68,1,0
26.0,1339.0,5,222,6,1,3,0,208,1,0
146.0,366.0,5,1720,6,1,3,0,146,2,0
6.0,1095.0,3,1378,6,1,6,0,1179,0,0
14.0,366.0,5,1855,6,1,3,0,146,2,0
5.0,29.0,3,6067,6,1,3,0,810,0,0
55.0,2008.0,3,5337,6,1,6,0,171,0,0
9.0,427.0,1,1970,6,1,6,0,706,1,0
4.0,882.0,1,7859,1,0,3,0,30,1,0
5.0,155.0,3,3771,6,1,3,0,1179,0,0
20.0,1274.0,1,1409,6,0,5,0,705,1,0
11.0,882.0,1,3432,1,1,3,0,1179,1,0
2.0,213.0,1,4192,6,0,5,0,810,1,0
18.0,857.0,3,5159,1,1,3,0,68,1,0
11.0,1705.0,3,7248,6,0,5,0,706,1,0
53.0,854.0,2,4926,6,1,6,0,1061,1,0
21.0,578.0,4,4500,6,1,3,0,208,2,0
4.0,336.0,3,6320,6,1,3,0,208,2,0
26.0,1246.0,6,4226,6,1,3,1,792,1,0
5.0,639.0,5,4776,8,1,6,0,208,1,0
4.0,731.0,6,3751,6,0,5,0,331,1,0
29.0,639.0,3,7605,3,1,6,1,1162,1,0
7.0,1688.0,1,4038,1,1,6,0,810,1,0
6.0,1896.0,1,5381,6,0,5,0,705,1,0
24.0,3246.0,1,5088,1,0,5,0,705,1,0
44.0,2947.0,5,7491,1,1,6,0,533,1,0
20.0,92.0,3,4924,6,1,3,0,1179,1,0
4.0,1158.0,5,8716,6,1,3,0,1179,1,0
8.0,517.0,5,3763,6,1,3,0,208,1,0
132.0,731.0,5,5833,3,1,3,0,587,3,0
3.0,397.0,6,3621,3,1,3,0,810,3,0
150.0,1543.0,4,6636,6,1,6,0,747,1,0
32.0,92.0,1,2037,6,1,6,0,829,1,0
58.0,548.0,1,919,6,1,3,0,1179,0,0
39.0,1522.0,1,8456,3,0,3,0,1179,1,0
