enrollment,enrollment_type,duration,phase_encoded,condition_encoded,intervention_type_encoded,study_design_encoded,sponsor_type_encoded,gender_encoded,location_encoded,masking_encoded,final_status
0.0,ACTUAL,487.0,3,7964,6,2,3,0,1191,1,0
0.0,ACTUAL,487.0,5,7480,1,1,6,0,1191,1,0
40.0,ESTIMATED,1033.0,2,7922,8,1,6,0,1191,1,0
0.0,ACTUAL,366.0,3,323,6,1,3,0,1191,2,0
60.0,ESTIMATED,120.0,3,4535,6,1,3,0,804,3,0
1.0,ACTUAL,91.0,6,8705,6,1,6,1,421,1,0
90.0,ACTUAL,1916.0,3,3786,6,1,5,0,701,4,0
79.0,ACTUAL,1613.0,6,675,6,1,1,0,421,0,0
0.0,ACTUAL,1135.0,3,9913,6,2,6,0,1191,1,0
94.0,ACTUAL,1594.0,5,3653,1,1,3,0,151,1,0
6.0,ACTUAL,62.0,6,4852,1,2,5,0,208,1,0
0.0,ACTUAL,131.0,6,2221,6,1,6,0,731,1,0
30.0,ACTUAL,214.0,1,4056,6,1,3,0,286,0,0
10.0,ACTUAL,569.0,3,4035,6,2,3,0,1191,1,0
0.0,ACTUAL,0.0,6,8926,3,2,3,0,1191,1,0
5.0,ACTUAL,1387.0,6,6137,6,2,6,0,1191,1,0
0.0,ACTUAL,2152.0,2,51,6,0,6,0,1085,1,0
0.0,ACTUAL,1705.0,6,4174,6,1,6,0,1191,3,0
0.0,ACTUAL,335.0,6,9610,6,2,3,0,1139,1,0
0.0,ACTUAL,-2.0,0,9782,6,2,6,0,1191,1,0
7.0,ACTUAL,1197.0,3,4653,9,2,5,0,1080,1,0
10.0,ACTUAL,874.0,4,5999,6,1,6,0,1191,0,0
12.0,ACTUAL,392.0,1,4088,1,0,5,0,804,1,0
6.0,ACTUAL,365.0,1,6129,6,0,3,0,1191,1,0
3.0,ACTUAL,92.0,6,4852,1,0,5,0,1191,1,0
0.0,ACTUAL,944.0,3,8158,1,2,6,0,1191,1,0
0.0,ACTUAL,306.0,5,156,6,1,3,0,208,0,0
0.0,ACTUAL,1076.9030855527424,3,8456,6,1,3,0,1191,4,0
31.0,ACTUAL,2552.0,2,5869,6,0,3,0,535,1,0
0.0,ACTUAL,761.0,3,2771,6,2,5,0,782,1,0
778.0,ACTUAL,2165.0,5,8330,6,1,3,0,74,0,0
24.0,ACTUAL,2496.0,6,4764,6,0,6,0,804,1,0
30.0,ACTUAL,502.0,3,6707,3,2,3,0,720,1,0
0.0,ACTUAL,1064.0,6,1746,6,2,3,0,702,1,0
20.0,ACTUAL,645.0,6,4128,6,2,3,0,1191,1,0
42.0,ACTUAL,825.0,2,8814,6,0,3,0,208,1,0
0.0,ACTUAL,0.0,3,9897,6,2,6,0,832,1,0
0.0,ACTUAL,367.0,2,7092,1,1,6,0,1191,0,0
4.0,ACTUAL,2892.0,3,5332,6,2,3,0,208,1,0
0.0,ACTUAL,2191.0,6,2650,6,1,3,0,1191,1,0
0.0,ACTUAL,64.0,6,2771,6,1,6,0,1191,1,0
0.0,ACTUAL,-14.0,1,4169,6,1,6,1,974,0,0
10.0,ACTUAL,729.0,6,6242,6,1,6,0,1115,0,0
467.0,ACTUAL,705.0,6,9583,6,1,6,2,704,0,0
0.0,ACTUAL,2815.0,1,4908,6,1,6,0,1079,3,0
1778.0,ACTUAL,1434.0,5,6637,6,1,3,0,37,0,0
0.0,ACTUAL,732.0,3,4854,6,1,3,0,1191,2,0
10.0,ACTUAL,364.0,6,4852,1,1,5,0,208,1,0
1.0,ACTUAL,89.0,5,4088,6,2,3,0,208,1,0
2228.0,ACTUAL,1467.0,3,5105,2,1,3,0,74,3,0
15.0,ACTUAL,932.0,6,9635,6,1,3,0,782,2,0
0.0,ACTUAL,287.0,3,6344,10,1,6,0,600,1,0
5.0,ACTUAL,2014.0,6,8618,6,1,3,0,776,4,0
10.0,ACTUAL,929.0,3,6907,6,1,3,1,534,1,0
11.0,ACTUAL,981.0,3,9043,6,2,5,1,1151,1,0
5.0,ACTUAL,363.0,3,9762,6,1,3,0,74,1,0
15.0,ACTUAL,546.0,1,3512,6,1,6,1,1115,2,0
0.0,ACTUAL,2178.0,1,6613,1,2,6,0,720,1,0
3.0,ACTUAL,425.0,1,5347,6,0,5,0,37,1,0
50.0,ACTUAL,958.0,3,1701,6,2,6,0,1191,1,0
5.0,ACTUAL,430.0,1,4056,8,2,5,0,701,1,0
0.0,ACTUAL,245.0,1,9447,1,0,5,0,804,1,0
3.0,ACTUAL,122.0,5,8922,6,1,6,0,782,2,0
40.0,ACTUAL,752.0,3,5043,6,1,3,0,1191,1,0
35.0,ACTUAL,2232.0,1,7432,9,2,5,0,208,1,0
168.0,ACTUAL,1961.0,5,7885,6,1,6,2,41,2,0
0.0,ACTUAL,393.0,6,4177,6,1,6,0,1191,2,0
0.0,ACTUAL,1096.0,1,4128,3,2,3,0,1191,1,0
0.0,ACTUAL,248.0,6,8477,3,1,6,0,208,3,0
54.0,ACTUAL,148.0,1,4281,6,1,3,0,1191,1,0
0.0,ACTUAL,943.0,3,1470,6,2,6,1,1191,1,0
7.0,ACTUAL,1308.0,2,6129,6,2,6,0,1191,1,0
748.0,ACTUAL,1016.0,5,8814,6,1,3,0,37,2,0
1.0,ACTUAL,607.0,6,7088,6,1,6,0,776,2,0
27.0,ACTUAL,350.0,6,1028,6,1,6,0,829,2,0
1.0,ACTUAL,565.0,2,4306,6,2,3,0,1191,1,0
0.0,ACTUAL,1433.0,5,7838,6,1,3,0,1191,2,0
2.0,ACTUAL,463.0,6,994,9,1,3,0,589,1,0
16.0,ACTUAL,730.0,1,5889,6,2,3,0,208,1,0
29.0,ACTUAL,750.0,1,2340,6,0,3,0,75,1,0
0.0,ACTUAL,730.0,3,5691,6,2,3,2,1191,1,0
0.0,ACTUAL,547.0,2,6976,6,2,6,0,1191,1,0
0.0,ACTUAL,1318.0,3,2227,6,1,6,0,37,1,0
0.0,ACTUAL,13.0,1,4056,6,1,3,0,1191,1,0
0.0,ACTUAL,516.0,0,9530,6,2,6,0,1191,1,0
0.0,ACTUAL,365.0,2,280,6,0,6,0,1191,1,0
0.0,ACTUAL,1005.0,3,3718,6,1,3,0,877,2,0
84.0,ACTUAL,840.0,5,7984,6,1,3,0,37,2,0
0.0,ACTUAL,1125.0,2,3755,6,1,6,1,731,1,0
39.0,ACTUAL,1221.0,2,2102,6,2,3,0,208,1,0
0.0,ACTUAL,0.0,6,7960,6,1,6,0,1191,2,0
0.0,ACTUAL,792.0,6,3657,6,1,6,0,1191,1,0
80.0,ACTUAL,1837.0,1,275,6,2,3,0,702,1,0
0.0,ACTUAL,882.0,3,8712,1,1,6,0,701,2,0
0.0,ACTUAL,658.0,3,7030,6,1,3,0,283,1,0
8.0,ACTUAL,1249.0,1,7247,1,0,8,0,208,1,0
2.0,ACTUAL,30.0,1,701,1,1,3,0,702,2,0
71.0,ACTUAL,1134.0,6,6899,6,1,6,0,421,4,0
83.0,ACTUAL,561.0,6,5331,6,0,6,0,535,3,0
12.0,ACTUAL,932.0,6,1718,6,2,3,0,832,1,0
2.0,ACTUAL,693.0,1,9924,6,1,6,0,877,3,0
17.0,ACTUAL,329.0,5,9358,6,1,3,0,1191,1,0
84.0,ACTUAL,896.0,5,7064,6,1,3,0,208,2,0
3.0,ACTUAL,846.0,3,6563,6,1,6,0,535,1,0
1.0,ACTUAL,747.0,1,5878,6,0,6,2,778,1,0
107.0,ACTUAL,1218.0,3,8814,6,1,3,0,208,0,0
9.0,ACTUAL,1457.0,2,6109,1,0,3,0,208,1,0
14.0,ACTUAL,1562.0,2,8436,6,0,5,0,208,1,0
0.0,ACTUAL,0.0,3,9188,6,2,3,0,1191,1,0
0.0,ACTUAL,419.0,6,4128,8,1,7,0,1191,1,0
71.0,ACTUAL,917.0,3,5881,6,0,3,2,208,1,0
0.0,ACTUAL,169.0,6,2785,6,2,3,0,1191,1,0
1.0,ACTUAL,482.0,6,6760,6,1,6,0,1151,3,0
2.0,ACTUAL,583.0,3,3671,6,2,6,0,388,1,0
0.0,ACTUAL,0.0,5,8322,6,1,6,0,782,3,0
23.0,ACTUAL,850.0,6,8517,6,1,6,0,600,3,0
10.0,ACTUAL,2525.0,6,939,6,1,1,0,1080,2,0
48.0,ACTUAL,762.0,5,7986,6,2,3,0,37,1,0
4.0,ACTUAL,2273.0,3,1461,10,2,6,1,328,1,0
4.0,ACTUAL,857.0,1,7885,6,0,8,2,701,1,0
81.0,ACTUAL,1001.0,3,7950,6,1,6,0,74,4,0
27.0,ACTUAL,1033.0,6,7984,6,2,3,0,804,1,0
7.0,ACTUAL,542.0,3,775,6,0,3,0,702,1,0
0.0,ACTUAL,793.0,1,3939,6,1,3,0,877,0,0
0.0,ACTUAL,366.0,3,1600,6,0,3,0,1191,1,0
4.0,ACTUAL,127.0,3,153,6,2,3,0,1191,1,0
0.0,ACTUAL,317.0,1,1471,6,2,4,1,804,1,0
0.0,ACTUAL,3106.0,1,5057,1,2,6,0,1080,1,0
0.0,ACTUAL,851.0,6,1000,6,1,6,0,1191,1,0
160.0,ACTUAL,2573.0,3,9349,6,1,6,0,1191,2,0
0.0,ACTUAL,569.0,5,6547,6,1,3,0,208,1,0
0.0,ACTUAL,550.0,3,819,3,1,6,0,1191,2,0
14.0,ACTUAL,612.0,0,1060,1,2,5,0,804,1,0
30.0,ACTUAL,833.0,0,5995,6,1,6,1,1191,1,0
21.0,ACTUAL,1129.0,3,5907,6,2,5,0,1151,1,0
8.0,ACTUAL,639.0,5,1461,6,2,3,0,74,1,0
8.0,ACTUAL,861.0,1,1833,6,0,6,0,388,1,0
2.0,ACTUAL,711.0,2,3088,6,2,3,0,208,1,0
30.0,ACTUAL,1603.0,3,2356,6,1,5,0,328,1,0
61.0,ACTUAL,1153.0,1,538,6,2,3,0,731,1,0
188.0,ACTUAL,1978.0,6,4365,8,1,5,0,37,4,0
66.0,ACTUAL,281.0,5,4675,6,2,3,0,74,1,0
8.0,ACTUAL,599.0,3,5865,6,2,3,0,702,1,0
37.0,ACTUAL,1071.0,6,1060,6,1,6,0,794,0,0
14.0,ACTUAL,417.0,1,1748,6,0,6,0,731,1,0
0.0,ACTUAL,-30.0,5,5624,6,1,6,0,1115,0,0
57.0,ACTUAL,1056.0,5,3545,6,1,6,1,534,1,0
81.0,ACTUAL,1176.0,4,3680,6,1,6,0,906,2,0
8.0,ACTUAL,1578.0,3,9613,6,1,6,2,208,0,0
2538.0,ACTUAL,1091.0,5,1060,6,1,3,0,37,0,0
391.0,ACTUAL,349.0,5,3234,6,2,3,0,37,1,0
23.0,ACTUAL,512.0,1,2287,6,0,3,0,701,1,0
808.0,ACTUAL,856.0,5,6637,6,1,3,0,74,0,0
883.0,ACTUAL,826.0,5,6637,6,1,3,0,74,0,0
4.0,ACTUAL,851.0,3,2587,6,1,3,0,702,0,0
0.0,ACTUAL,365.0,3,2444,6,0,3,0,1191,3,0
0.0,ACTUAL,32.0,6,8470,6,0,6,0,1191,3,0
22.0,ACTUAL,1707.0,1,6555,6,2,5,0,208,1,0
21.0,ACTUAL,670.0,1,4422,6,1,6,2,1191,1,0
226.0,ACTUAL,1179.0,5,5503,6,2,3,0,388,1,0
0.0,ACTUAL,412.0,6,4432,6,1,6,0,731,3,0
34.0,ACTUAL,260.0,3,2747,6,1,3,0,75,0,0
0.0,ACTUAL,2010.0,5,7987,6,1,3,0,1191,2,0
36.0,ACTUAL,1426.0,5,5955,6,1,6,1,441,1,0
8.0,ACTUAL,497.0,0,759,6,1,6,1,701,3,0
0.0,ACTUAL,608.0,1,9498,1,1,6,0,782,3,0
9.0,ACTUAL,2349.0,1,746,6,2,6,0,1191,1,0
56.0,ACTUAL,2332.0,5,7885,6,1,3,2,388,1,0
0.0,ACTUAL,983.0,3,2559,1,2,3,0,324,1,0
10.0,ACTUAL,919.0,1,8871,6,2,3,0,1191,1,0
0.0,ACTUAL,1035.0,1,8812,6,2,6,0,702,1,0
0.0,ACTUAL,699.0,3,9180,6,2,6,0,1191,1,0
0.0,ACTUAL,657.0,1,6202,6,2,6,0,782,1,0
0.0,ACTUAL,2830.0,1,2618,1,1,6,0,1191,0,0
0.0,ACTUAL,396.0,5,6277,6,1,6,0,151,1,0
0.0,ACTUAL,1767.0,3,9647,6,1,6,0,1191,0,0
5.0,ACTUAL,64.0,1,4056,6,1,3,0,388,1,0
0.0,ACTUAL,212.0,3,1461,6,0,6,1,640,1,0
7.0,ACTUAL,1190.0,1,525,6,2,6,0,208,1,0
0.0,ACTUAL,852.0,6,2811,6,2,3,0,804,1,0
72.0,ACTUAL,63.0,1,4056,6,1,3,0,74,1,0
14.0,ACTUAL,1036.0,2,3208,1,1,6,0,388,2,0
167.0,ACTUAL,1421.0,3,6637,6,2,3,0,37,1,0
51.0,ACTUAL,313.0,1,7349,6,0,6,0,1191,1,0
62.0,ACTUAL,2086.0,1,2937,6,1,5,0,208,0,0
0.0,ACTUAL,640.0,3,275,6,0,3,0,1191,1,0
0.0,ACTUAL,577.0,6,2562,6,0,6,0,1191,1,0
6.0,ACTUAL,824.0,0,6184,6,2,3,0,701,1,0
77.0,ACTUAL,1192.0,0,5674,1,0,6,0,877,1,0
21.0,ACTUAL,2479.0,5,7745,6,1,6,1,1080,3,0
2636.0,ACTUAL,1552.0,3,3952,1,1,3,1,1191,0,0
50.0,ACTUAL,755.0,3,688,6,1,5,0,421,1,0
245.0,ACTUAL,329.0,5,2785,6,1,3,0,74,1,0
0.0,ACTUAL,296.0,6,6333,6,2,6,0,1191,1,0
0.0,ACTUAL,791.0,2,10010,1,1,6,0,534,1,0
0.0,ACTUAL,365.0,6,8564,6,1,6,0,208,4,0
1.0,ACTUAL,653.0,3,9138,6,2,6,0,1191,1,0
8.0,ACTUAL,503.0,1,8441,6,1,3,0,1191,0,0
6.0,ACTUAL,248.0,1,5865,6,2,3,1,1191,1,0
0.0,ACTUAL,772.0,3,4148,6,2,6,0,1191,1,0
321.0,ACTUAL,2294.0,6,5053,6,1,8,0,1191,1,0
29.0,ACTUAL,1602.0,3,746,6,1,6,0,775,2,0
358.0,ACTUAL,487.0,5,6970,6,1,3,0,74,2,0
0.0,ACTUAL,1645.0,5,4715,8,1,3,0,1191,2,0
0.0,ACTUAL,365.0,6,8405,6,1,6,0,954,0,0
17.0,ACTUAL,1706.0,3,280,6,2,3,0,733,1,0
4.0,ACTUAL,571.0,3,5114,6,0,6,0,388,1,0
22.0,ACTUAL,651.0,5,6991,6,1,6,0,1191,3,0
111.0,ACTUAL,1526.0,1,6606,6,0,3,0,75,1,0
15.0,ACTUAL,388.0,2,584,6,0,3,0,1191,1,0
4.0,ACTUAL,1568.0,6,9411,6,2,6,0,328,1,0
9.0,ACTUAL,797.0,2,2254,1,1,3,0,1191,4,0
0.0,ACTUAL,1459.0,3,1461,6,2,6,0,1080,1,0
5.0,ACTUAL,366.0,6,1329,6,2,6,0,1191,1,0
42.0,ACTUAL,469.0,1,6047,6,1,3,0,388,0,0
0.0,ACTUAL,365.0,1,4636,6,1,6,0,1169,3,0
24.0,ACTUAL,2161.0,1,7907,6,2,6,2,1191,1,0
53.0,ACTUAL,2025.0,6,2808,6,1,6,0,782,4,0
23.0,ACTUAL,947.0,5,2618,6,1,6,0,1191,1,0
0.0,ACTUAL,446.0,5,280,6,1,6,0,534,1,0
8.0,ACTUAL,654.0,3,4509,6,1,6,0,208,4,0
24.0,ACTUAL,35.0,1,8520,6,1,6,2,819,2,0
7.0,ACTUAL,1851.0,3,4379,1,2,5,0,1080,1,0
10.0,ACTUAL,488.0,0,3426,6,2,6,0,74,1,0
261.0,ACTUAL,1261.0,5,7984,6,2,3,0,74,1,0
0.0,ACTUAL,547.0,5,5624,6,1,6,0,1115,2,0
490.0,ACTUAL,981.0,3,9220,6,1,3,0,74,0,0
143.0,ACTUAL,886.0,4,778,6,1,3,0,74,0,0
0.0,ACTUAL,1612.0,1,7181,1,2,6,0,1191,1,0
3.0,ACTUAL,809.0,6,7541,6,1,3,0,1191,4,0
0.0,ACTUAL,426.0,1,6471,3,1,3,0,804,1,0
0.0,ACTUAL,440.0,0,6154,6,1,6,2,837,2,0
3.0,ACTUAL,212.0,1,7088,1,1,6,0,701,2,0
0.0,ACTUAL,807.0,3,2337,6,1,6,0,776,1,0
8.0,ACTUAL,400.0,1,4682,6,1,3,0,1191,0,0
1.0,ACTUAL,187.0,3,1479,1,2,3,0,534,1,0
0.0,ACTUAL,1220.0,5,9560,6,1,3,0,1191,0,0
0.0,ACTUAL,495.0,6,2364,6,2,6,0,1191,1,0
8.0,ACTUAL,502.0,3,2340,6,1,8,0,1191,0,0
0.0,ACTUAL,1076.9030855527424,4,1259,6,1,3,0,1191,2,0
8.0,ACTUAL,1078.0,2,7675,6,1,5,0,702,4,0
14.0,ACTUAL,644.0,3,5538,6,2,3,0,534,1,0
14.0,ACTUAL,1287.0,2,4311,1,0,3,0,1191,1,0
37.0,ACTUAL,1202.0,3,281,6,2,3,0,74,1,0
10544.0,ACTUAL,1952.0,5,9635,6,1,6,0,1191,2,0
6.0,ACTUAL,373.0,3,1405,6,2,6,0,208,1,0
23.0,ACTUAL,596.0,6,8839,0,1,5,0,388,3,0
2.0,ACTUAL,349.0,3,8012,6,2,3,0,778,1,0
0.0,ACTUAL,364.0,6,1559,6,1,6,0,37,2,0
48.0,ACTUAL,1025.0,6,1096,6,1,6,0,1191,1,0
35.0,ACTUAL,1144.0,2,5908,6,0,5,0,1151,1,0
0.0,ACTUAL,1126.0,3,3956,6,1,3,1,626,1,0
5.0,ACTUAL,646.0,1,6530,6,2,3,0,151,1,0
300.0,ACTUAL,804.0,6,9929,9,1,6,0,208,1,0
19.0,ACTUAL,2807.0,3,5833,6,2,3,0,702,1,0
12.0,ACTUAL,742.0,3,1352,8,2,5,0,731,1,0
8.0,ACTUAL,573.0,2,9949,6,0,3,0,208,1,0
8.0,ACTUAL,547.0,2,7217,6,0,3,0,804,1,0
0.0,ACTUAL,740.0,0,4592,8,1,6,0,733,1,0
0.0,ACTUAL,92.0,1,4994,6,2,6,0,1191,1,0
0.0,ACTUAL,0.0,1,6346,6,1,6,2,589,4,0
0.0,ACTUAL,108.0,4,7737,9,1,6,0,1191,1,0
25.0,ACTUAL,1129.0,3,3190,6,2,3,1,208,1,0
4.0,ACTUAL,223.0,6,941,6,1,6,0,328,0,0
0.0,ACTUAL,1440.0,5,2517,6,1,6,0,567,3,0
0.0,ACTUAL,324.0,6,3758,6,1,6,1,1191,1,0
57.0,ACTUAL,1011.0,3,4119,6,1,3,0,877,2,0
16.0,ACTUAL,1670.0,3,5624,6,1,6,0,1080,4,0
10.0,ACTUAL,416.0,5,2119,6,1,3,0,1191,1,0
0.0,ACTUAL,442.0,5,6288,6,1,3,0,37,4,0
3.0,ACTUAL,779.0,2,2033,6,2,6,0,1000,1,0
1600.0,ACTUAL,1817.0,5,3028,6,2,3,0,1191,1,0
0.0,ACTUAL,1958.0,5,4966,6,1,6,0,600,1,0
21.0,ACTUAL,1172.0,2,3941,6,1,6,0,701,2,0
0.0,ACTUAL,861.0,6,9306,6,1,6,0,534,1,0
0.0,ACTUAL,2788.0,5,1461,6,1,3,0,1191,4,0
0.0,ACTUAL,235.0,5,2135,6,1,3,0,1191,0,0
104.0,ACTUAL,465.0,3,9613,6,1,3,0,41,2,0
36.0,ACTUAL,1038.0,3,3752,6,1,3,2,1191,1,0
101.0,ACTUAL,1617.0,5,1857,6,1,6,0,1191,3,0
3.0,ACTUAL,87.0,1,6607,6,1,3,0,208,1,0
1.0,ACTUAL,653.0,3,1626,6,2,6,0,1191,1,0
9.0,ACTUAL,1112.0,2,6448,6,1,6,0,141,1,0
152.0,ACTUAL,1907.0,5,4942,6,1,7,0,1191,2,0
1225.0,ACTUAL,2225.0,5,6147,6,2,3,0,208,1,0
0.0,ACTUAL,1371.0,3,7601,6,2,3,0,1191,1,0
23.0,ACTUAL,1393.0,3,4535,6,0,3,0,208,1,0
5.0,ACTUAL,467.0,1,8662,1,1,6,0,1191,1,0
9.0,ACTUAL,1694.0,1,6606,6,2,3,0,208,1,0
50.0,ACTUAL,1835.0,3,9067,6,1,5,0,39,0,0
0.0,ACTUAL,409.0,0,8663,6,1,3,0,208,0,0
0.0,ACTUAL,1511.0,5,4686,6,1,6,0,1191,1,0
5.0,ACTUAL,1839.0,3,280,6,2,6,0,534,1,0
9.0,ACTUAL,201.0,6,3291,1,1,3,0,804,4,0
0.0,ACTUAL,122.0,0,2715,6,1,6,0,1191,1,0
21.0,ACTUAL,2562.0,6,741,6,1,6,0,708,3,0
25.0,ACTUAL,975.0,3,9105,1,1,3,0,463,2,0
0.0,ACTUAL,302.0,3,9199,6,2,6,0,1191,1,0
2.0,ACTUAL,1248.0,3,9016,6,1,5,0,782,1,0
59.0,ACTUAL,1069.0,5,9857,6,1,7,0,176,3,0
0.0,ACTUAL,394.0,0,933,6,2,3,0,1191,1,0
1.0,ACTUAL,108.0,3,6870,6,1,3,0,388,1,0
13.0,ACTUAL,976.0,3,7166,6,2,3,0,701,1,0
31.0,ACTUAL,955.0,3,6547,6,1,6,0,1191,1,0
0.0,ACTUAL,944.0,1,4128,6,1,6,0,1191,4,0
9.0,ACTUAL,1781.0,1,1461,6,2,6,0,1024,1,0
29.0,ACTUAL,511.0,3,7772,6,1,3,0,28,2,0
340.0,ACTUAL,498.0,2,7480,1,1,3,0,1191,0,0
51.0,ACTUAL,519.0,3,5624,6,1,3,0,75,4,0
0.0,ACTUAL,152.0,1,5770,5,1,6,0,286,1,0
9.0,ACTUAL,921.0,3,7885,6,2,3,2,702,1,0
0.0,ACTUAL,853.0,6,8340,6,0,6,0,702,1,0
5.0,ACTUAL,1470.0,3,5542,6,2,6,0,1191,1,0
49.0,ACTUAL,1459.0,2,8880,6,0,3,0,286,1,0
130.0,ACTUAL,618.0,3,7576,6,1,3,0,1137,2,0
0.0,ACTUAL,944.0,5,6751,6,1,3,0,208,4,0
4.0,ACTUAL,832.0,3,1550,1,2,5,0,1080,1,0
50.0,ACTUAL,1791.0,2,6955,6,0,6,0,421,1,0
0.0,ACTUAL,418.0,6,6976,6,1,6,0,589,1,0
10.0,ACTUAL,2570.0,3,6418,6,0,3,0,832,1,0
2.0,ACTUAL,989.0,3,4241,1,2,3,2,421,1,0
0.0,ACTUAL,151.0,0,1252,6,1,6,0,1191,2,0
0.0,ACTUAL,153.0,1,4994,6,1,3,0,1191,1,0
41.0,ACTUAL,1807.0,2,6606,6,2,3,0,283,1,0
10.0,ACTUAL,978.0,1,1600,6,2,3,0,1080,1,0
13.0,ACTUAL,59.0,3,7925,6,1,6,0,388,0,0
0.0,ACTUAL,516.0,1,4186,6,2,5,0,1080,1,0
0.0,ACTUAL,2192.0,2,1186,1,2,6,0,441,1,0
29.0,ACTUAL,1754.0,4,7553,6,1,6,1,37,0,0
18.0,ACTUAL,1041.0,1,2975,6,1,6,2,211,3,0
24.0,ACTUAL,309.0,5,4287,6,2,3,0,178,1,0
10.0,ACTUAL,239.0,1,6341,6,0,3,0,720,1,0
9.0,ACTUAL,814.0,3,7030,6,2,6,0,286,1,0
2.0,ACTUAL,970.0,3,2340,6,2,6,0,877,1,0
19.0,ACTUAL,1189.0,3,3190,6,2,3,1,877,1,0
13.0,ACTUAL,1150.0,2,3273,6,2,6,1,1191,1,0
1.0,ACTUAL,700.0,0,930,6,1,6,1,837,1,0
208.0,ACTUAL,1401.0,6,8441,6,1,6,0,1191,3,0
0.0,ACTUAL,844.0,2,7430,9,2,5,0,208,1,0
9.0,ACTUAL,352.0,6,7733,6,2,6,0,731,1,0
3.0,ACTUAL,274.0,0,5631,6,2,6,1,1191,1,0
27.0,ACTUAL,1004.0,0,5631,6,2,6,1,1191,1,0
34.0,ACTUAL,2661.0,2,1484,6,0,5,0,1080,1,0
11.0,ACTUAL,2803.0,3,9535,6,0,6,0,1191,1,0
6.0,ACTUAL,294.0,1,8755,6,2,6,0,702,1,0
14.0,ACTUAL,418.0,5,4149,6,1,6,0,1191,3,0
45.0,ACTUAL,1518.0,3,1739,6,2,3,0,208,1,0
55.0,ACTUAL,2332.0,1,8084,1,2,3,0,1151,1,0
13.0,ACTUAL,1046.0,3,6129,6,2,3,0,208,1,0
0.0,ACTUAL,1065.0,3,8859,6,2,6,0,151,1,0
6.0,ACTUAL,885.0,1,7088,6,0,5,0,701,1,0
28.0,ACTUAL,426.0,6,3611,6,1,6,0,208,2,0
0.0,ACTUAL,302.0,6,4671,6,2,3,2,1191,1,0
0.0,ACTUAL,1429.0,5,2809,6,1,6,0,567,3,0
0.0,ACTUAL,242.0,6,3907,6,2,6,0,680,1,0
1.0,ACTUAL,368.0,4,2254,6,1,3,0,529,3,0
0.0,ACTUAL,244.0,6,4253,6,1,6,0,1191,2,0
4.0,ACTUAL,331.0,3,8814,6,2,3,0,1191,1,0
19.0,ACTUAL,1095.0,1,5980,6,1,5,0,208,2,0
46.0,ACTUAL,1455.0,6,4560,6,1,3,0,1191,3,0
1.0,ACTUAL,313.0,1,1341,6,2,3,0,1080,1,0
34.0,ACTUAL,388.0,6,3373,6,1,6,1,782,1,0
2.0,ACTUAL,140.0,0,140,6,1,6,1,776,2,0
275.0,ACTUAL,775.0,5,2261,6,1,3,0,74,2,0
0.0,ACTUAL,608.0,6,1951,8,2,5,0,702,1,0
0.0,ACTUAL,1985.0,6,1231,6,1,6,0,1191,3,0
0.0,ACTUAL,112.0,5,3248,6,2,3,0,773,1,0
1.0,ACTUAL,110.0,3,280,8,1,5,0,776,1,0
0.0,ACTUAL,719.0,3,6361,6,0,5,0,1191,1,0
9.0,ACTUAL,832.0,4,8795,6,1,6,0,37,4,0
12.0,ESTIMATED,849.0,2,8392,3,2,6,0,323,1,0
35.0,ACTUAL,2272.0,6,939,6,1,6,0,537,4,0
376.0,ACTUAL,2527.0,2,488,1,1,3,0,421,1,0
28.0,ACTUAL,1434.0,1,5290,6,0,3,0,702,1,0
0.0,ACTUAL,548.0,1,1478,1,2,6,0,1191,1,0
0.0,ACTUAL,0.0,3,1300,6,2,6,0,1191,1,0
0.0,ACTUAL,853.0,5,6856,6,1,3,0,1191,2,0
9.0,ACTUAL,973.0,1,4467,6,1,3,0,877,4,0
190.0,ACTUAL,402.0,5,6970,6,2,3,0,74,1,0
0.0,ACTUAL,588.0,1,5937,6,0,3,2,37,1,0
2.0,ACTUAL,186.0,6,656,6,1,6,0,75,2,0
0.0,ACTUAL,820.0,1,2708,1,1,1,0,782,0,0
0.0,ACTUAL,1096.0,1,5692,9,0,6,0,1191,1,0
3.0,ACTUAL,1456.0,5,7273,6,1,6,0,1191,2,0
0.0,ACTUAL,1828.0,2,1708,6,0,6,0,1139,1,0
1.0,ACTUAL,660.0,6,1401,1,1,6,0,1191,1,0
8.0,ACTUAL,1461.0,5,7606,3,1,6,0,776,1,0
1.0,ACTUAL,647.0,2,280,6,0,6,0,877,1,0
10.0,ACTUAL,1279.0,4,6790,6,0,6,0,782,1,0
0.0,ACTUAL,0.0,2,4038,6,2,6,0,1191,1,0
806.0,ACTUAL,804.0,5,749,6,1,3,0,74,0,0
46.0,ACTUAL,2157.0,6,6976,6,1,6,0,1080,1,0
62.0,ACTUAL,1064.0,6,4837,6,1,6,1,1191,1,0
563.0,ACTUAL,269.0,5,156,6,1,3,0,75,1,0
0.0,ACTUAL,1475.0,4,8219,6,1,6,0,37,3,0
14.0,ACTUAL,2024.0,3,141,6,1,6,0,534,1,0
6.0,ACTUAL,1413.0,3,5942,6,1,6,0,782,1,0
600.0,ACTUAL,981.0,5,3755,6,1,6,1,534,1,0
22.0,ACTUAL,2557.0,2,8858,2,2,3,0,74,1,0
2.0,ACTUAL,280.0,1,8814,6,1,3,0,74,0,0
